"zip","city","county","pop"
"18618","Harveys Lake","Luzerne","3843"
"15531","Boswell","Somerset","3834"
"16743","Port Allegany","Mckean","3808"
"18635","Nescopeck","Luzerne","3797"
"18232","Lansford","Carbon","3796"
"15636","Harrison City","Westmoreland","3790"
"17065","Mount Holly Springs","Cumberland","3782"
"16134","Jamestown","Mercer","3774"
"16858","Morrisdale","Clearfield","3737"
"18660","Wapwallopen","Luzerne","3732"
"18249","Sugarloaf","Luzerne","3722"
"17028","Grantville","Dauphin","3703"
"19022","Crum Lynne","Delaware","3696"
"17049","Mc Alisterville","Juniata","3609"
"15473","Perryopolis","Fayette","3608"
"15610","Acme","Westmoreland","3604"
"16038","Harrisville","Butler","3592"
"15901","Johnstown","Cambria","3572"
"17344","Mc Sherrystown","Adams","3567"
"15314","Bentleyville","Washington","3560"
"19555","Shoemakersville","Berks","3554"
"16426","Mc Kean","Erie","3548"
"16345","Russell","Warren","3541"
"19505","Bechtelsville","Berks","3540"
"18834","New Milford","Susquehanna","3506"
"17023","Elizabethville","Dauphin","3500"
"16925","Gillett","Bradford","3484"
"15943","Nanty Glo","Cambria","3476"
"17364","Thomasville","York","3474"
"15846","Kersey","Elk","3462"
"15935","Hollsopple","Somerset","3460"
"19035","Gladwyne","Montgomery","3453"
"18701","Wilkes Barre","Luzerne","3449"
"16404","Centerville","Crawford","3433"
"18051","Fogelsville","Lehigh","3429"
"15728","Clymer","Indiana","3429"
"17747","Loganton","Clinton","3426"
"17353","Orrtanna","Adams","3410"
"15026","Clinton","Allegheny","3406"
"15541","Friedens","Somerset","3403"
"18972","Upper Black Eddy","Bucks","3386"
"15557","Rockwood","Somerset","3375"
"17834","Kulpmont","Northumberland","3374"
"17853","Mount Pleasant Mills","Snyder","3363"
"18237","Mcadoo","Schuylkill","3343"
"16373","Emlenton","Venango","3325"
"16115","Darlington","Beaver","3324"
"19529","Kempton","Berks","3321"
"17045","Liverpool","Perry","3316"
"16668","Patton","Cambria","3307"
"17063","Milroy","Mifflin","3265"
"16254","Shippenville","Clarion","3264"
"15672","New Stanton","Westmoreland","3244"
"16434","Spartansburg","Crawford","3217"
"16346","Seneca","Venango","3214"
"19507","Bethel","Berks","3211"
"18822","Hallstead","Susquehanna","3197"
"15140","Pitcairn","Allegheny","3195"
"17771","Trout Run","Lycoming","3194"
"18092","Zionsville","Lehigh","3192"
"16950","Westfield","Tioga","3190"
"17856","New Columbia","Union","3161"
"15052","Industry","Beaver","3159"
"18446","Nicholson","Wyoming","3156"
"18630","Meshoppen","Wyoming","3146"
"18837","Rome","Bradford","3134"
"15670","New Alexandria","Westmoreland","3125"
"19383","West Chester","Chester","3122"
"16371","Youngsville","Warren","3115"
"15845","Johnsonburg","Elk","3108"
"17970","Saint Clair","Schuylkill","3105"
"17082","Port Royal","Juniata","3097"
"15014","Brackenridge","Allegheny","3090"
"16049","Parker","Armstrong","3080"
"19310","Atglen","Chester","3072"
"16157","Wampum","Lawrence","3071"
"16406","Conneautville","Crawford","3069"
"16666","Osceola Mills","Clearfield","3067"
"16442","Wattsburg","Erie","3061"
"16248","Rimersburg","Clarion","3052"
"17980","Tower City","Schuylkill","3037"
"15563","Stoystown","Somerset","3027"
"15759","Marion Center","Indiana","2997"
"17744","Linden","Lycoming","2996"
"17536","Kirkwood","Lancaster","2987"
"15436","Fairchance","Fayette","2985"
"18250","Summit Hill","Carbon","2943"
"17532","Holtwood","Lancaster","2925"
"15944","New Florence","Westmoreland","2924"
"18372","Tannersville","Monroe","2918"
"16327","Guys Mills","Crawford","2916"
"18709","Luzerne","Luzerne","2914"
"16156","Volant","Lawrence","2912"
"16262","Worthington","Armstrong","2888"
"15697","Youngwood","Westmoreland","2884"
"18076","Red Hill","Montgomery","2882"
"18930","Kintnersville","Bucks","2881"
"15112","East Pittsburgh","Allegheny","2873"
"15456","Lemont Furnace","Fayette","2866"
"15774","Shelocta","Armstrong","2858"
"16617","Bellwood","Blair","2851"
"18038","Danielsville","Northampton","2846"
"15437","Farmington","Fayette","2838"
"16051","Portersville","Butler","2834"
"17859","Orangeville","Columbia","2807"
"18347","Pocono Lake","Monroe","2779"
"18942","Ottsville","Bucks","2773"
"16353","Tionesta","Forest","2753"
"16145","Sandy Lake","Mercer","2750"
"15545","Hyndman","Bedford","2744"
"16116","Edinburg","Lawrence","2741"
"17087","Richland","Lebanon","2739"
"17304","Aspers","Adams","2736"
"16748","Shinglehouse","Potter","2718"
"17981","Tremont","Schuylkill","2713"
"17535","Kinzers","Lancaster","2703"
"16844","Julian","Centre","2699"
"17267","Warfordsburg","Fulton","2697"
"18405","Beach Lake","Wayne","2697"
"17502","Bainbridge","Lancaster","2677"
"15956","South Fork","Cambria","2675"
"17565","Pequea","Lancaster","2675"
"16222","Dayton","Armstrong","2671"
"15050","Hookstown","Beaver","2656"
"17047","Loysville","Perry","2654"
"18623","Laceyville","Wyoming","2645"
"17860","Paxinos","Northumberland","2633"
"16421","Harborcreek","Erie","2618"
"15445","Hopwood","Fayette","2609"
"17329","Glenville","York","2599"
"15510","Somerset","Somerset","2592"
"15046","Crescent","Allegheny","2589"
"16350","Sugar Grove","Warren","2577"
"16061","West Sunbury","Butler","2556"
"18445","Newfoundland","Wayne","2536"
"16052","Prospect","Butler","2534"
"18346","Pocono Summit","Monroe","2534"
"16929","Lawrenceville","Tioga","2529"
"18332","Henryville","Monroe","2527"
"17889","Winfield","Union","2516"
"16611","Alexandria","Huntingdon","2512"
"18322","Brodheadsville","Monroe","2502"
"16738","Lewis Run","Mckean","2498"
"17034","Highspire","Dauphin","2492"
"16678","Saxton","Bedford","2488"
"17967","Ringtown","Schuylkill","2488"
"15148","Wilmerding","Allegheny","2480"
"19043","Holmes","Delaware","2470"
"16641","Gallitzin","Cambria","2464"
"17365","Wellsville","York","2462"
"15554","New Paris","Bedford","2454"
"15926","Central City","Somerset","2452"
"18458","Shohola","Pike","2445"
"15423","Coal Center","Washington","2439"
"17302","Airville","York","2431"
"17094","Thompsontown","Juniata","2427"
"16143","Pulaski","Lawrence","2427"
"17264","Three Springs","Huntingdon","2423"
"18325","Canadensis","Monroe","2417"
"15486","Vanderbilt","Fayette","2411"
"15067","New Eagle","Washington","2406"
"15679","Ruffs Dale","Westmoreland","2400"
"15955","Sidman","Cambria","2392"
"16154","Transfer","Mercer","2390"
"16946","Tioga","Tioga","2389"
"16881","Woodland","Clearfield","2379"
"17772","Turbotville","Northumberland","2377"
"17086","Richfield","Juniata","2377"
"17040","Landisburg","Perry","2376"
"15618","Avonmore","Westmoreland","2371"
"16912","Blossburg","Tioga","2358"
"18077","Riegelsville","Bucks","2349"
"17321","Fawn Grove","York","2347"
"16153","Stoneboro","Mercer","2341"
"16731","Eldred","Mckean","2341"
"15458","Mc Clellandtown","Fayette","2320"
"15938","Lilly","Cambria","2310"
"17938","Hegins","Schuylkill","2308"
"17764","Renovo","Clinton","2294"
"17407","York","York","2292"
"18470","Union Dale","Susquehanna","2283"
"15722","Carrolltown","Cambria","2282"
"15450","La Belle","Fayette","2275"
"16646","Hastings","Cambria","2271"
"17582","Washington Boro","Lancaster","2266"
"17098","Williamstown","Dauphin","2265"
"19562","Topton","Berks","2257"
"15438","Fayette City","Fayette","2256"
"16120","Enon Valley","Lawrence","2245"
"18218","Coaldale","Schuylkill","2245"
"18656","Sweet Valley","Luzerne","2238"
"15724","Cherry Tree","Indiana","2233"
"15958","Summerhill","Cambria","2231"
"16669","Petersburg","Huntingdon","2231"
"15558","Salisbury","Somerset","2225"
"16914","Columbia Cross Roads","Bradford","2224"
"17244","Orrstown","Franklin","2216"
"16123","Fombell","Beaver","2207"
"17864","Port Trevorton","Snyder","2206"
"16822","Beech Creek","Clinton","2202"
"15027","Conway","Beaver","2190"
"15468","New Salem","Fayette","2186"
"18053","Germansville","Lehigh","2182"
"18917","Dublin","Bucks","2178"
"15469","Normalville","Fayette","2174"
"17845","Millmont","Union","2170"
"15535","Clearville","Bedford","2166"
"17309","Brogue","York","2162"
"15954","Seward","Westmoreland","2159"
"18850","Ulster","Bradford","2159"
"16637","East Freedom","Blair","2157"
"16342","Polk","Venango","2139"
"16256","Smicksburg","Indiana","2138"
"15639","Hunker","Westmoreland","2128"
"18615","Falls","Wyoming","2121"
"18614","Dushore","Sullivan","2121"
"16347","Sheffield","Warren","2121"
"16130","Hadley","Mercer","2119"
"15333","Fredericktown","Washington","2114"
"15474","Point Marion","Fayette","2113"
"16041","Karns City","Butler","2112"
"16877","Warriors Mark","Huntingdon","2092"
"15043","Georgetown","Beaver","2091"
"16664","New Enterprise","Bedford","2091"
"17813","Beavertown","Snyder","2074"
"15479","Smithton","Westmoreland","2063"
"16627","Coalport","Clearfield","2063"
"16936","Millerton","Tioga","2008"
"16249","Rural Valley","Armstrong","2005"
"17237","Mont Alto","Franklin","1998"
"16259","Templeton","Armstrong","1994"
"17965","Port Carbon","Schuylkill","1989"
"15424","Confluence","Somerset","1988"
"17027","Grantham","Cumberland","1980"
"19534","Lenhartsville","Berks","1979"
"15442","Grindstone","Fayette","1978"
"16920","Elkland","Tioga","1976"
"17009","Burnham","Mifflin","1958"
"15035","East Mc Keesport","Allegheny","1955"
"16865","Pennsylvania Furnace","Centre","1949"
"15840","Falls Creek","Jefferson","1942"
"15747","Home","Indiana","1941"
"16124","Fredonia","Mercer","1938"
"17101","Harrisburg","Dauphin","1936"
"17024","Elliottsburg","Perry","1935"
"18844","Springville","Susquehanna","1933"
"15428","Dawson","Fayette","1929"
"17876","Shamokin Dam","Snyder","1919"
"17830","Herndon","Northumberland","1913"
"18214","Barnesville","Schuylkill","1908"
"16034","Fenelton","Butler","1906"
"16872","Rebersburg","Centre","1893"
"18833","New Albany","Bradford","1888"
"15480","Smock","Fayette","1887"
"19372","Thorndale","Chester","1886"
"15521","Alum Bank","Bedford","1878"
"16258","Strattanville","Clarion","1876"
"16922","Galeton","Potter","1868"
"16374","Kennerdell","Venango","1846"
"15559","Schellsburg","Bedford","1839"
"17058","Mifflin","Juniata","1832"
"16341","Pleasantville","Venango","1831"
"16501","Erie","Erie","1829"
"16838","Grampian","Clearfield","1792"
"18832","Monroeton","Bradford","1791"
"15942","Mineral Point","Cambria","1789"
"15338","Greensboro","Greene","1785"
"16435","Springboro","Crawford","1785"
"16313","Clarendon","Warren","1776"
"18617","Glen Lyon","Luzerne","1766"
"15928","Davidsville","Somerset","1762"
"16878","West Decatur","Clearfield","1756"
"16650","Hopewell","Bedford","1749"
"18629","Mehoopany","Wyoming","1749"
"17224","Fort Loudon","Franklin","1743"
"17505","Bird In Hand","Lancaster","1742"
"15376","West Alexander","Washington","1734"
"19453","Mont Clare","Montgomery","1732"
"15034","Dravosburg","Allegheny","1730"
"15322","Clarksville","Greene","1728"
"16410","Cranesville","Erie","1727"
"15550","Manns Choice","Bedford","1719"
"15360","Scenery Hill","Washington","1711"
"15952","Salix","Cambria","1706"
"16340","Pittsfield","Warren","1705"
"15327","Dilliner","Greene","1696"
"17238","Needmore","Fulton","1685"
"18321","Bartonsville","Monroe","1682"
"15923","Bolivar","Westmoreland","1672"
"15464","Mill Run","Fayette","1672"
"15459","Markleysburg","Fayette","1657"
"17052","Mapleton Depot","Huntingdon","1635"
"17886","West Milton","Union","1630"
"16563","Erie","Erie","1626"
"18955","Richlandtown","Bucks","1624"
"15864","Summerville","Jefferson","1623"
"16133","Jackson Center","Mercer","1621"
"16028","East Brady","Clarion","1615"
"17518","Drumore","Lancaster","1615"
"18350","Pocono Pines","Monroe","1612"
"16141","New Galilee","Beaver","1609"
"15725","Clarksburg","Indiana","1602"
"17935","Girardville","Schuylkill","1595"
"16411","East Springfield","Erie","1590"
"15772","Rossiter","Indiana","1589"
"17017","Dalmatia","Northumberland","1589"
"17721","Avis","Clinton","1579"
"15349","Mount Morris","Greene","1576"
"18854","Wysox","Bradford","1576"
"16255","Sligo","Clarion","1573"
"15311","Amity","Washington","1566"
"15732","Creekside","Indiana","1563"
"15665","Manor","Westmoreland","1557"
"18812","Brackney","Susquehanna","1557"
"17929","Cressona","Schuylkill","1554"
"18219","Conyngham","Luzerne","1554"
"17983","Valley View","Schuylkill","1543"
"16240","Mayport","Clarion","1541"
"16948","Ulysses","Potter","1540"
"15757","Mahaffey","Clearfield","1538"
"16639","Fallentimber","Cambria","1534"
"15533","Breezewood","Bedford","1531"
"15357","Rices Landing","Greene","1526"
"16351","Tidioute","Warren","1518"
"19503","Bally","Berks","1518"
"15321","Cecil","Washington","1517"
"16112","Bessemer","Lawrence","1512"
"15637","Herminie","Westmoreland","1507"
"18355","Scotrun","Monroe","1501"
"16923","Genesee","Potter","1482"
"15765","Penn Run","Indiana","1480"
"16928","Knoxville","Tioga","1479"
"15019","Bulger","Washington","1476"
"17262","Spring Run","Franklin","1455"
"16667","Osterburg","Bedford","1454"
"16655","Imler","Bedford","1451"
"17878","Stillwater","Columbia","1443"
"15729","Commodore","Indiana","1443"
"17881","Trevorton","Northumberland","1424"
"18824","Hop Bottom","Susquehanna","1422"
"18826","Kingsley","Susquehanna","1404"
"18821","Great Bend","Susquehanna","1404"
"18464","Tafton","Pike","1401"
"15345","Marianna","Washington","1399"
"15329","Prosperity","Washington","1397"
"17774","Unityville","Lycoming","1388"
"17093","Summerdale","Cumberland","1386"
"16657","James Creek","Huntingdon","1380"
"15829","Corsica","Jefferson","1380"
"15622","Champion","Westmoreland","1379"
"16319","Cranberry","Venango","1374"
"16050","Petrolia","Butler","1373"
"16613","Ashville","Cambria","1370"
"17959","New Philadelphia","Schuylkill","1362"
"18465","Thompson","Susquehanna","1358"
"15868","Weedville","Elk","1357"
"17352","New Park","York","1348"
"16874","Snow Shoe","Centre","1327"
"16820","Aaronsburg","Centre","1327"
"15344","Jefferson","Greene","1323"
"16317","Cooperstown","Venango","1321"
"16360","Townville","Crawford","1305"
"18438","Lakeville","Wayne","1298"
"16720","Austin","Potter","1294"
"16656","Irvona","Clearfield","1293"
"18216","Beaver Meadows","Carbon","1289"
"18425","Greeley","Pike","1276"
"15475","Republic","Fayette","1276"
"15142","Presto","Allegheny","1271"
"16364","Venus","Venango","1261"
"15865","Sykesville","Jefferson","1259"
"17823","Dornsife","Northumberland","1258"
"17812","Beaver Springs","Snyder","1258"
"15673","North Apollo","Armstrong","1252"
"16111","Atlantic","Crawford","1249"
"16746","Roulette","Potter","1248"
"18503","Scranton","Lackawanna","1247"
"16443","West Springfield","Erie","1247"
"18636","Noxen","Wyoming","1246"
"15848","Luthersburg","Clearfield","1241"
"19501","Adamstown","Lancaster","1239"
"16930","Liberty","Tioga","1237"
"17765","Roaring Branch","Tioga","1236"
"15015","Bradfordwoods","Allegheny","1225"
"18415","Damascus","Wayne","1222"
"16224","Fairmount City","Clarion","1221"
"15340","Hickory","Washington","1217"
"15936","Hooversville","Somerset","1215"
"17229","Hustontown","Fulton","1206"
"17985","Zion Grove","Schuylkill","1204"
"15870","Wilcox","Elk","1198"
"18923","Fountainville","Bucks","1197"
"15823","Brockport","Elk","1194"
"16695","Woodbury","Bedford","1193"
"17243","Orbisonia","Huntingdon","1193"
"15687","Stahlstown","Westmoreland","1187"
"18831","Milan","Bradford","1180"
"18631","Mifflinville","Columbia","1180"
"15688","Tarrs","Westmoreland","1179"
"16935","Middlebury Center","Tioga","1177"
"16235","Lucinda","Clarion","1157"
"15849","Penfield","Clearfield","1155"
"17228","Harrisonville","Fulton","1154"
"16020","Boyers","Butler","1153"
"15056","Leetsdale","Allegheny","1136"
"16218","Cowansville","Armstrong","1135"
"17868","Riverside","Northumberland","1135"
"15030","Creighton","Allegheny","1130"
"17260","Shirleysburg","Huntingdon","1123"
"19437","Gwynedd Valley","Montgomery","1122"
"18211","Andreas","Schuylkill","1115"
"18818","Friendsville","Susquehanna","1115"
"17255","Shade Gap","Huntingdon","1114"
"16917","Covington","Tioga","1112"
"17006","Blain","Perry","1105"
"15631","Everson","Fayette","1102"
"16444","Edinboro","Erie","1101"
"18846","Sugar Run","Bradford","1099"
"16836","Frenchville","Clearfield","1098"
"15451","Lake Lynn","Fayette","1095"
"17060","Mill Creek","Huntingdon","1095"
"15410","Adah","Fayette","1092"
"15924","Cairnbrook","Somerset","1087"
"19374","Toughkenamon","Chester","1086"
"16233","Leeper","Clarion","1084"
"15860","Sigel","Jefferson","1077"
"18254","Tresckow","Carbon","1073"
"15542","Garrett","Somerset","1064"
"15427","Daisytown","Washington","1056"
"15692","Westmoreland City","Westmoreland","1047"
"16740","Mount Jewett","Mckean","1034"
"18085","Tatamy","Northampton","1032"
"17099","Yeagertown","Mifflin","1031"
"17855","New Berlin","Union","1031"
"16040","Hilliards","Butler","1023"
"18417","Equinunk","Wayne","1018"
"17037","Ickesburg","Perry","1006"
"16045","Lyndora","Butler","996"
"15225","Pittsburgh","Allegheny","993"
"15742","Glen Campbell","Indiana","991"
"15055","Lawrence","Washington","986"
"16636","Dysart","Cambria","982"
"17758","Muncy Valley","Sullivan","981"
"16131","Hartstown","Crawford","979"
"18453","Pleasant Mount","Wayne","978"
"18059","Laurys Station","Lehigh","973"
"16845","Karthaus","Clearfield","970"
"18370","Swiftwater","Monroe","969"
"16362","Utica","Venango","968"
"15716","Black Lick","Indiana","967"
"17016","Cornwall","Lebanon","963"
"15927","Colver","Cambria","956"
"17550","Maytown","Lancaster","953"
"17235","Marion","Franklin","949"
"17088","Schaefferstown","Lebanon","943"
"18087","Trexlertown","Lehigh","942"
"17035","Honey Grove","Juniata","934"
"16210","Adrian","Armstrong","931"
"18070","Palm","Montgomery","922"
"16729","Duke Center","Mckean","917"
"18056","Hereford","Berks","916"
"15762","Nicktown","Cambria","905"
"15534","Buffalo Mills","Bedford","903"
"15675","Penn","Westmoreland","895"
"16440","Venango","Crawford","888"
"16926","Granville Summit","Bradford","886"
"15352","New Freeport","Greene","880"
"15049","Harwick","Allegheny","878"
"15736","Elderton","Armstrong","875"
"15018","Buena Vista","Allegheny","874"
"16661","Madera","Clearfield","873"
"15771","Rochester Mills","Indiana","871"
"16932","Mainesburg","Tioga","867"
"16436","Spring Creek","Warren","865"
"17030","Gratz","Dauphin","859"
"16402","Bear Lake","Warren","855"
"17021","East Waterford","Juniata","855"
"15856","Rockton","Clearfield","852"
"15433","East Millsboro","Fayette","851"
"15779","Torrance","Westmoreland","846"
"18086","Treichlers","Northampton","841"
"19009","Bryn Athyn","Montgomery","840"
"18435","Lackawaxen","Pike","835"
"18354","Sciota","Monroe","834"
"16942","Osceola","Tioga","830"
"18352","Reeders","Monroe","823"
"15684","Slickville","Westmoreland","821"
"17936","Gordon","Schuylkill","821"
"19358","Modena","Chester","820"
"17214","Blue Ridge Summit","Franklin","819"
"17002","Allensville","Mifflin","815"
"15331","Ellsworth","Washington","808"
"15676","Pleasant Unity","Westmoreland","807"
"17832","Marion Heights","Northumberland","803"
"17964","Pitman","Schuylkill","801"
"16405","Columbus","Warren","801"
"17097","Wiconisco","Dauphin","801"
"16839","Grassflat","Clearfield","800"
"18371","Tamiment","Pike","796"
"15341","Holbrook","Greene","796"
"15347","Meadow Lands","Washington","795"
"17064","Mount Gretna","Lebanon","788"
"18915","Colmar","Montgomery","784"
"15686","Spring Church","Armstrong","780"
"15477","Roscoe","Washington","779"
"17581","Terre Hill","Lancaster","775"
"17941","Klingerstown","Schuylkill","772"
"15611","Adamsburg","Westmoreland","771"
"15754","Lucernemines","Indiana","770"
"18241","Nuremberg","Schuylkill","769"
"16679","Six Mile Run","Bedford","767"
"15961","Vintondale","Cambria","766"
"16546","Erie","Erie","762"
"15629","East Vandergrift","Westmoreland","761"
"18851","Warren Center","Bradford","755"
"15364","Sycamore","Greene","752"
"18079","Slatedale","Lehigh","751"
"15551","Markleton","Somerset","746"
"15362","Spraggs","Greene","743"
"16160","West Pittsburg","Lawrence","743"
"16029","East Butler","Butler","742"
"16136","Koppel","Beaver","740"
"16726","Cyclone","Mckean","737"
"15060","Midway","Washington","735"
"17212","Big Cove Tannery","Fulton","734"
"15678","Rillton","Westmoreland","731"
"16829","Clarence","Centre","730"
"15076","Russellton","Allegheny","726"
"16621","Broad Top","Huntingdon","716"
"19436","Gwynedd","Montgomery","711"
"15775","Spangler","Cambria","711"
"15377","West Finley","Washington","705"
"15628","Donegal","Westmoreland","704"
"16938","Morris","Tioga","696"
"15538","Fairhope","Somerset","695"
"18829","Le Raysville","Bradford","693"
"18970","Trumbauersville","Bucks","693"
"15083","Sutersville","Westmoreland","692"
"16674","Robertsdale","Huntingdon","689"
"15351","Nemacolin","Greene","684"
"15470","Ohiopyle","Fayette","683"
"16647","Hesston","Huntingdon","682"
"17850","Montandon","Northumberland","680"
"15358","Richeyville","Washington","678"
"17827","Freeburg","Snyder","672"
"15920","Armagh","Indiana","672"
"16640","Flinton","Cambria","670"
"18473","White Mills","Wayne","670"
"17265","Upperstrasburg","Franklin","667"
"18471","Waverly","Lackawanna","667"
"15937","Jerome","Somerset","667"
"19345","Immaculata","Chester","661"
"18342","Mountainhome","Monroe","660"
"16692","Westover","Clearfield","655"
"19319","Cheyney","Delaware","655"
"15671","New Derry","Westmoreland","655"
"17317","East Prospect","York","649"
"17760","North Bend","Clinton","648"
"16863","Olanta","Clearfield","648"
"18451","Paupack","Pike","646"
"15661","Loyalhanna","Westmoreland","646"
"16420","Grand Valley","Warren","634"
"16114","Clarks Mills","Mercer","627"
"17213","Blairs Mills","Huntingdon","627"
"15957","Strongstown","Indiana","626"
"15363","Strabane","Washington","625"
"15007","Bakerstown","Allegheny","623"
"15633","Forbes Road","Westmoreland","618"
"16854","Millheim","Centre","614"
"15411","Addison","Somerset","613"
"18030","Bowmanstown","Carbon","610"
"15698","Yukon","Westmoreland","609"
"19545","New Berlinville","Berks","608"
"18335","Marshalls Creek","Monroe","606"
"16161","Wheatland","Mercer","606"
"18351","Portland","Northampton","600"
"17840","Locust Gap","Northumberland","598"
"18830","Little Meadows","Susquehanna","598"
"15337","Graysville","Greene","595"
"18327","Delaware Water Gap","Monroe","594"
"16851","Lemont","Centre","593"
"15640","Hutchinson","Westmoreland","589"
"15623","Claridge","Westmoreland","584"
"18616","Forksville","Sullivan","583"
"16843","Hyde","Clearfield","578"
"17221","Fannettsburg","Franklin","577"
"15462","Melcroft","Fayette","573"
"17263","State Line","Franklin","573"
"16343","Reno","Venango","571"
"16859","Moshannon","Centre","566"
"18333","Kresgeville","Monroe","554"
"16623","Cassville","Huntingdon","553"
"15948","Revloc","Cambria","552"
"16745","Rixford","Mckean","552"
"19550","Rehrersburg","Berks","549"
"15624","Crabtree","Westmoreland","545"
"16250","Sagamore","Armstrong","544"
"15380","Wind Ridge","Greene","544"
"15078","Slovan","Washington","541"
"18632","Mildred","Sullivan","538"
"18331","Gilbert","Monroe","537"
"19456","Oaks","Montgomery","537"
"15547","Jennerstown","Somerset","537"
"15051","Indianola","Allegheny","536"
"15324","Cokeburg","Washington","528"
"17862","Penns Creek","Snyder","527"
"16832","Coburn","Centre","526"
"15088","West Elizabeth","Allegheny","524"
"15739","Ernest","Indiana","523"
"15004","Atlasburg","Washington","521"
"18626","Laporte","Sullivan","521"
"16311","Carlton","Mercer","516"
"15620","Bradenville","Westmoreland","514"
"15315","Bobtown","Greene","512"
"18932","Line Lexington","Bucks","511"
"16329","Irvine","Warren","511"
"17266","Walnut Bottom","Cumberland","507"
"15951","Saint Michael","Cambria","507"
"15773","Saint Benedict","Cambria","507"
"16750","Turtlepoint","Mckean","505"
"16943","Sabinsville","Tioga","505"
"16840","Hawk Run","Clearfield","504"
"16671","Ramey","Clearfield","504"
"15734","Dixonville","Indiana","502"
"17247","Quincy","Franklin","501"
"18248","Sheppton","Schuylkill","499"
"18439","Lakewood","Wayne","494"
"16927","Harrison Valley","Potter","494"
"15455","Leisenring","Fayette","488"
"19474","Skippack","Montgomery","488"
"18231","Kelayres","Schuylkill","487"
"15412","Allenport","Washington","487"
"15031","Cuddy","Allegheny","486"
"17508","Brownstown","Lancaster","485"
"15413","Allison","Fayette","479"
"15466","Newell","Fayette","479"
"16911","Arnot","Tioga","479"
"15346","Mather","Greene","477"
"16113","Clark","Mercer","475"
"15350","Muse","Washington","471"
"17762","Picture Rocks","Lycoming","469"
"15753","La Jose","Clearfield","468"
"16689","Waterfall","Fulton","466"
"15641","Hyde Park","Westmoreland","466"
"15086","Warrendale","Allegheny","462"
"16826","Blanchard","Centre","461"
"15660","Lowber","Westmoreland","460"
"19536","Lyon Station","Berks","459"
"16344","Rouseville","Venango","458"
"15432","Dunlevy","Washington","457"
"17318","Emigsville","York","455"
"17982","Tuscarora","Schuylkill","452"
"15695","Wyano","Westmoreland","451"
"16372","Clintonville","Venango","448"
"15663","Madison","Westmoreland","447"
"18980","Wycombe","Bucks","445"
"15949","Robinson","Indiana","444"
"17211","Artemas","Bedford","439"
"17923","Branchdale","Schuylkill","438"
"18443","Milanville","Wayne","436"
"15711","Anita","Jefferson","435"
"15536","Crystal Spring","Fulton","434"
"16238","Manorville","Armstrong","434"
"17953","Middleport","Schuylkill","427"
"15715","Big Run","Jefferson","424"
"15435","Fairbank","Fayette","424"
"16228","Ford Cliff","Armstrong","424"
"18239","Milnesville","Luzerne","423"
"15006","Bairdford","Allegheny","423"
"15420","Cardale","Fayette","422"
"15634","Grapeville","Westmoreland","421"
"16230","Hawthorn","Clarion","419"
"19559","Strausstown","Berks","419"
"17835","Laurelton","Union","415"
"17220","Dry Run","Franklin","415"
"17606","Lancaster","Lancaster","413"
"15612","Alverton","Westmoreland","413"
"15489","West Leisenring","Fayette","413"
"15546","Jenners","Somerset","411"
"16879","Winburne","Clearfield","411"
"16422","Harmonsburg","Crawford","410"
"16921","Gaines","Tioga","408"
"18083","Stockertown","Northampton","408"
"15430","Dickerson Run","Fayette","406"
"15750","Josephine","Indiana","406"
"17219","Doylesburg","Franklin","406"
"17081","Plainfield","Cumberland","406"
"18625","Lake Winola","Wyoming","404"
"17249","Rockhill Furnace","Huntingdon","401"
"16868","Pine Grove Mills","Centre","400"
"19554","Shartlesville","Berks","396"
"17934","Gilberton","Schuylkill","395"
"15483","Stockdale","Washington","393"
"18063","Martins Creek","Northampton","391"
"19523","Geigertown","Berks","390"
"16132","Hillsville","Lawrence","390"
"17930","Cumbola","Schuylkill","387"
"16882","Woodward","Centre","387"
"17041","Lawn","Lebanon","386"
"16022","Bruin","Butler","386"
"17779","Woolrich","Clinton","386"
"15490","White","Fayette","384"
"15368","Vestaburg","Washington","383"
"16326","Fryburg","Clarion","380"
"15696","Youngstown","Westmoreland","378"
"15960","Twin Rocks","Cambria","378"
"16054","Saint Petersburg","Clarion","377"
"15539","Fishertown","Bedford","377"
"16260","Vowinckel","Clarion","377"
"17272","Zullinger","Franklin","376"
"16244","Nu Mine","Armstrong","376"
"16848","Lamar","Clinton","375"
"17010","Campbelltown","Lebanon","373"
"18456","Prompton","Wayne","371"
"15313","Beallsville","Washington","370"
"17925","Brockton","Schuylkill","364"
"16620","Brisbin","Clearfield","358"
"15615","Ardara","Westmoreland","357"
"17306","Bendersville","Adams","353"
"15054","Langeloth","Washington","351"
"15038","Elrama","Washington","351"
"16634","Dudley","Huntingdon","348"
"15677","Rector","Westmoreland","346"
"16328","Hydetown","Crawford","346"
"15081","South Heights","Beaver","344"
"15841","Force","Elk","342"
"15713","Aultman","Indiana","341"
"16110","Adamsville","Crawford","340"
"19492","Zieglerville","Montgomery","339"
"18828","Lawton","Susquehanna","339"
"17005","Berrysburg","Dauphin","339"
"15444","Hiller","Fayette","338"
"17920","Aristes","Columbia","338"
"16683","Spruce Creek","Huntingdon","337"
"16677","Sandy Ridge","Centre","337"
"17768","Shunk","Sullivan","336"
"15429","Denbo","Washington","332"
"18962","Silverdale","Bucks","331"
"15325","Crucible","Greene","330"
"15449","Keisterville","Fayette","330"
"16665","Newry","Blair","328"
