year,region,wine,beer,vodka,champagne,brandy,npg,birth_rate,death_rate,gdw,urbanization,total liters
2015,Kabardino-Balkar Republic,0.6,16.3,0.5,0.3,0.1,5.8,14.6,8.8,66.09,52.2,17.800000000000004
2015,Kaliningrad Oblast,8.6,36.1,7.2,1.4,1.1,-0.5,12.7,13.2,68.88,77.7,54.400000000000006
2015,Kaluga Oblast,7.6,45.6,7.6,1.6,0.9,-2.4,12.6,15.0,73.6,76.2,63.300000000000004
2015,Kamchatka Krai,7.0,81.2,11.4,3.7,1.5,1.6,13.1,11.5,59.49,77.5,104.80000000000001
2015,Karachay-Cherkess Republic,1.1,28.9,0.8,0.3,0.2,2.7,12.3,9.6,69.19,42.7,31.3
2015,Kemerovo Oblast,4.9,72.4,6.8,1.2,0.5,-2.0,12.5,14.5,75.0,85.7,85.80000000000001
2015,Khabarovsk Krai,6.0,68.3,11.1,2.8,0.8,0.9,14.3,13.4,65.26,81.8,88.99999999999999
2015,Khanty–Mansi Autonomous Okrug – Yugra,4.4,68.7,9.8,2.0,1.3,10.2,16.6,6.4,55.1,92.1,86.2
2015,Kirov Oblast,7.5,72.9,9.7,1.0,0.5,-2.5,12.7,15.2,79.24,75.6,91.60000000000001
2015,Komi Republic,9.5,64.7,13.0,1.7,1.1,1.3,13.7,12.4,66.2,77.7,90.0
2015,Kostroma Oblast,7.0,39.1,8.2,1.0,0.5,-3.5,12.5,16.0,78.34,71.3,55.8
2015,Krasnodar Krai,5.6,63.0,3.8,1.7,0.7,0.5,13.5,13.0,74.76,54.1,74.8
2015,Krasnoyarsk Krai,5.1,60.1,5.9,1.6,0.7,1.7,14.4,12.7,67.45,76.7,73.4
2015,Kurgan Oblast,4.9,63.6,3.3,1.1,0.4,-2.7,13.4,16.1,84.36,61.5,73.3
2015,Kursk Oblast,5.5,41.9,3.8,1.4,0.4,-4.7,11.6,16.3,76.71,66.9,52.99999999999999
2015,Leningrad Oblast,9.5,44.4,9.6,1.8,1.3,-5.0,9.0,14.0,71.52,64.6,66.6
2015,Lipetsk Oblast,6.2,40.0,4.5,1.1,0.4,-3.7,11.6,15.3,75.71,64.2,52.2
2015,Magadan Oblast,8.2,59.8,14.1,3.9,1.7,0.0,11.9,11.9,61.23,95.4,87.7
2015,Mari El Republic,8.5,32.4,8.8,0.8,0.6,0.6,14.4,13.8,72.25,65.2,51.1
2015,Moscow,7.5,79.5,13.3,4.5,1.5,1.7,11.6,9.9,65.79,98.8,106.3
2015,Moscow Oblast,8.3,94.9,9.4,2.3,1.2,-0.1,12.9,13.0,67.26,81.6,116.10000000000001
2015,Murmansk Oblast,8.5,45.7,12.2,2.7,1.9,0.3,11.9,11.6,62.42,92.6,71.00000000000001
2015,Nenets Autonomous Okrug,12.8,56.9,12.5,2.6,1.1,8.4,17.6,9.2,67.79,71.7,85.89999999999999
2015,Nizhny Novgorod Oblast,6.8,56.9,6.7,1.1,0.7,-3.2,12.3,15.5,73.86,79.4,72.19999999999999
2015,Novgorod Oblast,10.5,49.3,8.5,1.4,0.9,-5.6,11.9,17.5,80.78,70.9,70.60000000000001
2015,Novosibirsk Oblast,5.8,55.7,4.9,1.4,0.5,1.1,14.2,13.1,69.62,78.5,68.30000000000001
2015,Omsk Oblast,5.0,60.4,3.4,1.2,0.4,1.0,14.4,13.4,70.56,72.2,70.40000000000002
2015,Orenburg Oblast,4.5,42.0,3.2,1.0,0.3,0.2,14.2,14.0,74.13,59.9,51.0
2015,Oryol Oblast,7.2,49.4,4.4,1.5,0.5,-5.2,11.2,16.4,76.64,66.3,63.0
2015,Penza Oblast,6.2,65.6,4.3,0.7,0.3,-4.1,10.7,14.8,75.99,68.1,77.1
2015,Perm Krai,5.8,47.3,6.9,0.9,0.8,0.5,14.7,14.2,74.35,75.5,61.69999999999999
2015,Primorsky Krai,6.2,71.5,7.7,2.0,0.8,-0.8,12.7,13.5,67.3,76.9,88.2
2015,Pskov Oblast,9.7,50.9,6.7,1.7,0.7,-7.2,11.0,18.2,78.92,70.4,69.7
2015,Republic of Adygea,3.9,26.0,3.5,1.2,0.5,-0.5,12.5,13.0,75.5,47.1,35.1
2015,Republic of Bashkortostan,3.3,42.0,5.7,0.8,0.4,1.2,14.5,13.3,71.38,61.7,52.199999999999996
2015,Republic of Buryatia,5.2,38.3,7.9,0.7,0.3,5.9,17.3,11.4,72.45,58.9,52.4
2015,Republic of Crimea,4.0,42.8,3.8,1.6,0.9,-2.7,12.6,15.3,78.33,50.7,53.099999999999994
2015,Republic of Dagestan,0.4,2.1,1.9,0.3,0.3,12.9,18.3,5.4,62.81,45.1,5.0
2015,Republic of Ingushetia,,0.5,,,,15.2,18.5,3.3,69.36,40.7,
2015,Republic of Kalmykia,2.7,19.6,3.4,0.3,0.4,3.8,13.6,9.8,69.17,45.1,26.4
2015,Republic of Karelia,11.7,53.8,12.0,1.5,1.1,-3.1,12.2,15.3,74.87,79.6,80.1
2015,Republic of Khakassia,4.5,84.3,4.7,1.4,0.5,1.3,14.7,13.4,74.59,68.5,95.4
2015,Republic of Mordovia,5.3,31.4,6.6,0.7,0.3,-4.4,9.7,14.1,69.55,61.2,44.3
2015,Republic of North Ossetia-Alania,0.5,19.2,0.6,0.5,0.1,3.9,14.6,10.7,73.97,64.1,20.900000000000002
2015,Republic of Tatarstan,4.2,64.0,9.1,0.7,0.5,2.7,14.7,12.0,70.74,76.3,78.5
2015,Rostov Oblast,4.4,55.3,3.8,1.2,0.5,-1.8,12.1,13.9,72.23,67.9,65.19999999999999
2015,Ryazan Oblast,6.4,41.5,5.1,1.2,0.5,-4.7,11.1,15.8,77.8,71.2,54.7
2015,Saint Petersburg,8.1,36.1,6.9,2.3,1.3,1.7,13.6,11.9,65.88,100.0,54.699999999999996
2015,Sakha (Yakutia) Republic,5.1,56.0,8.9,1.7,0.6,8.6,17.1,8.5,65.21,65.3,72.3
2015,Sakhalin Oblast,8.8,82.8,13.0,3.9,1.2,0.4,13.7,13.3,67.75,81.4,109.7
2015,Samara Oblast,5.7,60.6,4.5,1.3,0.6,-1.4,12.8,14.2,71.93,80.3,72.69999999999999
2015,Saratov Oblast,5.0,42.4,2.8,0.9,0.4,-2.7,11.5,14.2,73.28,75.2,51.49999999999999
2015,Sevastopol,5.0,15.2,4.1,2.0,0.9,-1.4,13.5,14.9,74.8,92.4,27.199999999999996
2015,Smolensk Oblast,8.0,51.8,7.1,1.7,0.8,-5.8,10.5,16.3,71.52,72.0,69.39999999999999
2015,Stavropol Krai,3.9,57.5,2.4,1.1,0.5,1.4,13.0,11.6,70.06,58.1,65.39999999999999
2015,Sverdlovsk Oblast,7.2,63.9,6.8,1.6,0.9,0.3,14.4,14.1,74.46,84.3,80.39999999999999
2015,Tambov Oblast,4.9,58.1,3.0,0.8,0.3,-6.3,9.8,16.1,75.37,59.8,67.1
2015,Tomsk Oblast,5.1,46.2,4.5,1.4,0.6,2.1,13.6,11.5,65.52,71.9,57.800000000000004
2015,Tula Oblast,5.5,46.4,4.6,1.1,0.5,-6.6,10.5,17.1,77.29,74.7,58.1
2015,Tuva Republic,1.9,67.0,2.2,0.5,0.2,13.5,23.8,10.3,78.69,53.9,71.80000000000001
2015,Tver Oblast,7.7,68.6,8.2,1.5,0.7,-6.5,11.2,17.7,78.47,75.2,86.7
2015,Tyumen Oblast,5.2,75.7,8.9,1.9,1.1,5.2,16.7,11.5,68.7,64.7,92.80000000000001
2015,Udmurt Republic,5.5,60.3,9.0,0.9,0.6,1.7,14.6,12.9,74.0,65.5,76.3
2015,Ulyanovsk Oblast,7.6,46.6,5.1,1.5,0.6,-3.0,11.9,14.9,73.37,74.5,61.400000000000006
2015,Vladimir Oblast,9.2,50.9,7.4,1.0,0.7,-4.9,11.6,16.5,77.41,77.8,69.2
2015,Volgograd Oblast,5.2,48.8,3.3,1.4,0.5,-2.3,11.5,13.8,74.02,76.5,59.199999999999996
2015,Vologda Oblast,8.5,34.7,9.3,1.1,0.6,-1.1,13.7,14.8,75.3,71.9,54.2
2015,Voronezh Oblast,5.5,51.1,4.1,1.4,0.5,-4.2,11.1,15.3,73.51,66.9,62.6
2015,Yamalo-Nenets Autonomous Okrug,4.6,82.7,8.6,1.9,1.3,11.3,16.6,5.3,47.85,83.8,99.1
2015,Yaroslavl Oblast,9.3,39.0,8.7,1.4,0.9,-3.4,12.2,15.6,77.5,81.7,59.3
2015,Zabaykalsky Krai,6.6,31.9,7.0,0.9,0.3,2.5,15.4,12.9,70.13,67.4,46.699999999999996
2016,Altai Krai,4.8,37.3,4.5,0.7,0.3,-2.0,12.1,14.1,80.68,56.2,47.599999999999994
2016,Altai Republic,4.5,42.2,6.6,1.0,0.3,8.1,18.0,9.9,83.14,29.2,54.6
2016,Amur Oblast,6.2,46.9,6.0,1.3,0.5,-0.8,12.9,13.7,72.97,67.3,60.9
2016,Arkhangelsk Oblast,8.4,51.6,12.2,1.8,0.9,-1.9,11.8,13.7,78.28,77.6,74.9
2016,Astrakhan Oblast,4.5,38.3,4.5,0.9,0.6,2.0,14.0,12.0,75.56,66.5,48.8
2016,Belgorod Oblast,2.6,53.4,4.2,0.9,0.3,-2.8,11.1,13.9,75.56,67.1,61.4
2016,Bryansk Oblast,7.0,35.0,4.8,0.7,0.4,-4.7,10.9,15.6,77.18,69.9,47.9
2016,Chechen Republic,,1.2,,,,16.6,21.3,4.7,78.95,34.8,
2016,Chelyabinsk Oblast,5.3,42.6,5.1,1.2,0.6,-0.3,13.3,13.6,77.61,82.6,54.800000000000004
2016,Chukotka Autonomous Okrug,3.9,34.0,11.6,1.8,1.1,3.6,13.6,10.0,56.18,69.2,52.4
2016,Chuvash Republic,5.0,42.3,7.7,0.7,0.4,0.0,13.2,13.2,74.05,61.3,56.1
2016,Irkutsk Oblast,6.1,61.3,6.8,1.3,0.5,1.4,14.8,13.4,75.82,79.0,75.99999999999999
2016,Ivanovo Oblast,8.2,55.4,7.8,1.1,0.5,-5.2,10.9,16.1,78.96,81.3,72.99999999999999
2016,Jewish Autonomous Oblast,5.5,59.6,8.3,1.6,0.5,-1.8,13.4,15.2,74.59,68.6,75.49999999999999
2016,Kabardino-Balkar Republic,0.6,14.5,0.5,0.2,0.1,5.4,14.0,8.6,68.39,52.2,15.899999999999999
2016,Kaliningrad Oblast,8.6,38.2,6.2,1.4,1.1,-0.1,12.4,12.5,71.52,77.7,55.50000000000001
2016,Kaluga Oblast,7.5,45.1,7.6,1.5,0.9,-2.9,12.1,15.0,76.77,76.1,62.6
2016,Kamchatka Krai,6.6,85.4,10.4,3.3,1.3,1.4,12.9,11.5,61.66,77.8,107.0
2016,Karachay-Cherkess Republic,0.9,25.3,0.7,0.2,0.1,2.4,11.9,9.5,71.52,42.7,27.2
2016,Kemerovo Oblast,4.9,60.4,7.6,1.2,0.5,-2.2,12.1,14.3,78.06,85.8,74.6
2016,Khabarovsk Krai,7.0,73.7,11.2,2.6,0.9,0.3,13.4,13.1,67.83,82.0,95.4
2016,Khanty–Mansi Autonomous Okrug – Yugra,4.3,67.5,9.2,2.0,1.3,9.5,15.7,6.2,58.12,92.2,84.3
2016,Kirov Oblast,7.3,70.4,9.7,1.0,0.5,-2.3,12.6,14.9,83.17,75.9,88.9
2016,Komi Republic,9.6,63.4,12.5,1.6,1.2,0.7,13.1,12.4,69.53,77.9,88.3
2016,Kostroma Oblast,7.2,49.4,8.5,1.0,0.5,-3.6,12.0,15.6,81.62,71.5,66.6
2016,Krasnodar Krai,5.3,63.5,3.8,1.5,0.6,0.3,13.2,12.9,77.39,54.3,74.69999999999999
2016,Krasnoyarsk Krai,5.3,58.2,5.8,1.7,0.5,1.4,13.9,12.5,70.23,77.0,71.5
2016,Kurgan Oblast,4.6,59.2,3.0,0.9,0.4,-3.5,12.4,15.9,88.18,61.8,68.10000000000002
2016,Kursk Oblast,5.3,43.2,4.0,1.1,0.4,-5.0,11.1,16.1,79.05,67.3,54.0
2016,Leningrad Oblast,8.1,41.0,8.4,1.6,1.3,-4.8,9.2,14.0,74.43,64.2,60.4
2016,Lipetsk Oblast,6.2,39.7,4.6,1.1,0.4,-3.9,11.3,15.2,78.69,64.2,52.00000000000001
2016,Magadan Oblast,7.6,56.5,12.7,3.1,1.3,-0.2,11.2,11.4,63.61,95.5,81.19999999999999
2016,Mari El Republic,8.0,38.2,9.5,0.8,0.7,0.7,13.9,13.2,76.11,65.5,57.2
2016,Moscow,6.6,69.2,12.1,4.0,1.1,1.8,11.8,10.0,68.44,98.8,92.99999999999999
2016,Moscow Oblast,8.7,99.1,9.6,2.2,1.3,0.1,13.1,13.0,69.68,81.6,120.89999999999999
2016,Murmansk Oblast,8.1,47.6,12.2,2.5,1.9,-0.3,11.2,11.5,65.1,92.5,72.30000000000001
2016,Nenets Autonomous Okrug,11.7,59.6,11.5,2.6,1.0,9.6,18.5,8.9,70.72,72.4,86.39999999999999
2016,Nizhny Novgorod Oblast,6.3,56.6,6.5,1.1,0.7,-3.5,11.9,15.4,76.8,79.5,71.2
2016,Novgorod Oblast,10.6,47.4,8.5,1.4,0.9,-5.8,11.7,17.5,84.11,70.8,68.80000000000001
2016,Novosibirsk Oblast,6.7,46.6,4.9,1.3,0.6,0.8,13.8,13.0,72.78,78.7,60.1
2016,Omsk Oblast,5.0,53.2,3.5,1.1,0.5,0.1,13.3,13.2,74.04,72.4,63.300000000000004
2016,Orenburg Oblast,4.5,42.4,3.3,1.0,0.3,-0.1,13.4,13.5,77.47,59.9,51.49999999999999
2016,Oryol Oblast,6.4,44.2,4.1,1.2,0.5,-5.5,10.9,16.4,79.48,66.6,56.400000000000006
2016,Penza Oblast,5.9,51.1,4.4,0.6,0.3,-4.3,10.2,14.5,78.91,68.3,62.3
2016,Perm Krai,5.5,51.5,7.1,0.9,0.7,0.3,14.1,13.8,77.45,75.6,65.7
2016,Primorsky Krai,6.8,72.4,8.6,2.2,0.8,-1.4,12.2,13.6,69.89,77.0,90.8
2016,Pskov Oblast,10.4,38.5,6.4,1.5,0.8,-6.8,11.1,17.9,81.95,70.5,57.599999999999994
2016,Republic of Adygea,3.6,27.3,3.6,1.0,0.5,-0.9,12.0,12.9,77.92,47.3,36.0
2016,Republic of Bashkortostan,2.7,61.9,6.8,0.6,0.5,0.8,13.7,12.9,74.47,61.8,72.49999999999999
2016,Republic of Buryatia,4.8,36.8,7.8,0.8,0.3,5.2,16.4,11.2,75.54,59.0,50.499999999999986
2016,Republic of Crimea,4.4,42.1,5.1,1.7,0.7,-3.2,12.0,15.2,80.79,50.8,54.00000000000001
2016,Republic of Dagestan,0.1,1.0,2.2,0.2,0.3,12.3,17.5,5.2,64.1,45.0,3.8000000000000003
2016,Republic of Ingushetia,,,,,,13.0,16.3,3.3,70.32,41.3,
2016,Republic of Kalmykia,2.6,20.3,3.3,0.3,0.4,2.6,12.4,9.8,72.54,45.2,26.900000000000002
2016,Republic of Karelia,11.5,51.7,12.2,1.4,1.2,-2.8,12.0,14.8,78.32,79.9,78.00000000000001
2016,Republic of Khakassia,4.3,79.1,4.7,1.4,0.5,1.3,14.1,12.8,77.88,68.8,90.0
2016,Republic of Mordovia,4.7,46.1,6.5,0.6,0.3,-4.3,9.8,14.1,71.66,61.9,58.2
2016,Republic of North Ossetia-Alania,0.5,17.3,0.4,0.4,0.1,3.7,14.1,10.4,76.21,64.1,18.7
2016,Republic of Tatarstan,4.4,59.1,9.0,0.6,0.5,2.7,14.3,11.6,73.75,76.4,73.6
2016,Rostov Oblast,4.2,55.4,3.8,1.1,0.5,-2.3,11.6,13.9,74.92,67.8,65.0
2016,Ryazan Oblast,6.3,41.1,4.9,1.2,0.6,-4.7,11.3,16.0,80.63,71.4,54.1
2016,Saint Petersburg,7.1,33.7,6.3,1.9,1.2,2.1,13.8,11.7,69.04,100.0,50.2
2016,Sakha (Yakutia) Republic,4.3,56.1,8.2,1.8,0.5,7.6,16.0,8.4,67.83,65.4,70.89999999999999
2016,Sakhalin Oblast,7.6,58.3,12.8,3.3,1.3,1.1,14.2,13.1,70.76,81.6,83.29999999999998
2016,Samara Oblast,6.2,59.9,4.3,1.2,0.6,-1.4,12.5,13.9,75.06,80.2,72.19999999999999
2016,Saratov Oblast,4.6,42.1,2.9,0.8,0.4,-3.1,10.9,14.0,75.76,75.3,50.8
2016,Sevastopol,5.4,22.9,7.0,1.8,1.1,-1.2,12.7,13.9,75.96,92.7,38.199999999999996
2016,Smolensk Oblast,7.9,48.0,6.8,1.6,0.8,-5.9,10.3,16.2,74.43,72.0,65.1
2016,Stavropol Krai,3.8,57.4,2.3,1.1,0.5,1.3,13.0,11.7,72.5,58.3,65.1
2016,Sverdlovsk Oblast,7.6,55.5,7.3,1.7,1.0,-0.2,13.8,14.0,77.58,84.5,73.10000000000001
2016,Tambov Oblast,4.8,58.2,3.0,0.8,0.4,-6.3,9.6,15.9,78.91,60.1,67.2
2016,Tomsk Oblast,5.1,43.4,4.5,1.4,0.6,1.8,13.2,11.4,68.08,72.2,55.0
2016,Tula Oblast,5.5,43.1,4.7,1.0,0.5,-6.8,10.2,17.0,79.73,74.7,54.800000000000004
2016,Tuva Republic,1.9,59.5,2.4,0.5,0.2,13.4,23.2,9.8,81.43,54.2,64.5
2016,Tver Oblast,7.8,63.6,7.9,1.6,0.7,-6.6,11.1,17.7,81.4,75.4,81.60000000000001
2016,Tyumen Oblast,5.1,73.4,8.4,1.9,1.1,4.5,15.9,11.4,71.47,65.3,89.9
2016,Udmurt Republic,5.5,58.1,8.6,0.9,0.6,1.2,13.8,12.6,77.43,65.6,73.7
2016,Ulyanovsk Oblast,6.6,46.9,4.6,1.1,0.5,-3.2,11.6,14.8,76.73,74.7,59.7
2016,Vladimir Oblast,8.8,50.9,7.5,1.0,0.7,-5.3,11.2,16.5,80.39,77.9,68.9
2016,Volgograd Oblast,5.5,39.8,3.3,1.2,0.5,-2.5,11.2,13.7,76.56,76.7,50.3
2016,Vologda Oblast,8.6,37.3,9.9,1.2,0.6,-1.7,13.3,15.0,78.85,72.0,57.6
2016,Voronezh Oblast,5.5,43.4,4.3,1.3,0.6,-4.5,10.7,15.2,76.05,67.1,55.099999999999994
2016,Yamalo-Nenets Autonomous Okrug,4.5,75.8,8.2,1.7,1.3,10.1,15.4,5.3,51.1,83.7,91.5
2016,Yaroslavl Oblast,10.2,38.0,8.9,1.4,1.0,-3.6,12.1,15.7,80.23,81.7,59.5
2016,Zabaykalsky Krai,6.4,30.8,6.8,0.9,0.3,2.3,14.6,12.3,72.64,67.7,45.199999999999996
