year,region,wine,beer,vodka,champagne,brandy,npg,birth_rate,death_rate,gdw,urbanization,total liters
1998,Altai Krai,3.3,19.2,11.3,1.1,0.1,-4.0,8.8,12.8,72.67,52.76,35.0
1998,Altai Republic,3.4,7.6,9.0,0.5,0.1,2.7,14.5,11.8,78.94,24.58,20.6
1998,Amur Oblast,2.1,21.2,17.3,0.7,0.4,-1.8,10.4,12.2,65.59,66.07,41.7
1998,Arkhangelsk Oblast,4.3,10.6,11.7,0.4,0.3,-4.2,9.1,13.3,68.28,74.3,27.299999999999997
1998,Astrakhan Oblast,2.9,18.0,9.5,0.8,0.2,-3.7,9.6,13.3,73.76,68.13,31.4
1998,Belgorod Oblast,3.4,23.0,10.8,0.9,0.1,-6.3,8.0,14.3,80.72,64.82,38.2
1998,Bryansk Oblast,3.4,32.4,9.7,0.5,0.1,-8.3,8.2,16.5,83.74,68.14,46.1
1998,Chechen Republic,,,,,,,,,86.25,37.33,
1998,Chelyabinsk Oblast,4.7,27.9,11.1,1.4,0.2,-4.0,8.9,12.9,73.68,81.46,45.300000000000004
1998,Chukotka Autonomous Okrug,0.3,1.8,4.6,0.6,0.1,3.5,12.3,8.8,45.4,68.93,7.399999999999999
1998,Chuvash Republic,1.6,20.9,8.8,0.8,0.02,-2.0,9.9,11.9,77.2,60.02,32.120000000000005
1998,Irkutsk Oblast,5.6,26.8,14.8,1.0,0.4,-2.5,10.5,13.0,70.29,79.59,48.6
1998,Ivanovo Oblast,1.4,20.7,16.1,0.1,0.04,-10.7,7.2,17.9,79.74,82.35,38.34
1998,Jewish Autonomous Oblast,2.3,11.6,11.5,0.5,0.2,-1.7,10.2,11.9,67.47,66.93,26.099999999999998
1998,Kabardino-Balkar Republic,1.6,9.9,6.5,0.3,0.3,2.0,11.5,9.5,78.8,57.0,18.6
1998,Kaliningrad Oblast,2.7,21.6,12.2,1.1,0.3,-5.3,8.0,13.3,66.77,78.12,37.9
1998,Kaluga Oblast,2.8,24.2,15.6,0.7,0.1,-8.3,7.5,15.8,75.9,74.26,43.400000000000006
1998,Kamchatka Krai,6.4,25.5,25.1,0.8,0.4,0.2,9.8,9.6,47.74,80.63,58.199999999999996
1998,Karachay-Cherkess Republic,1.7,5.4,8.6,0.1,0.04,1.0,11.3,10.3,82.77,43.89,15.839999999999998
1998,Kemerovo Oblast,3.6,25.6,16.8,1.1,0.4,-5.7,8.7,14.4,71.37,86.61,47.5
1998,Khabarovsk Krai,3.7,24.8,15.6,1.4,0.6,-3.6,8.9,12.5,60.67,80.56,46.1
1998,Khanty–Mansi Autonomous Okrug – Yugra,3.0,23.8,11.5,0.8,0.3,5.5,11.5,6.0,48.55,91.13,39.39999999999999
1998,Kirov Oblast,2.0,12.4,12.8,0.4,0.1,-6.4,8.2,14.6,77.5,70.79,27.700000000000003
1998,Komi Republic,5.7,30.3,21.1,1.9,0.6,-0.7,9.9,10.6,59.42,75.34,59.6
1998,Kostroma Oblast,1.7,25.8,17.9,1.2,0.1,-8.8,8.0,16.8,80.98,66.07,46.7
1998,Krasnodar Krai,8.5,18.3,8.7,1.0,0.3,-5.2,8.8,14.0,79.91,53.82,36.8
1998,Krasnoyarsk Krai,3.7,25.0,14.1,0.9,0.3,-3.7,9.5,13.2,66.56,74.83,43.99999999999999
1998,Kurgan Oblast,3.8,20.1,15.1,1.2,0.2,-4.8,9.3,14.1,78.2,56.16,40.400000000000006
1998,Kursk Oblast,1.5,22.9,4.4,0.7,0.1,-8.6,8.2,16.8,83.55,59.96,29.599999999999998
1998,Leningrad Oblast,2.3,15.0,13.9,0.5,0.2,-8.6,6.8,15.4,77.83,66.22,31.900000000000002
1998,Lipetsk Oblast,2.6,29.6,15.3,1.4,0.2,-7.2,7.8,15.0,78.49,63.4,49.1
1998,Magadan Oblast,6.2,33.8,23.1,2.1,0.3,0.5,9.9,9.4,46.28,89.1,65.5
1998,Mari El Republic,3.6,28.4,13.5,0.7,0.2,-3.9,8.9,12.8,75.13,62.75,46.400000000000006
1998,Moscow,6.8,30.0,18.9,3.5,0.7,-6.0,7.0,13.0,62.93,100.0,59.9
1998,Moscow Oblast,2.2,11.9,15.2,1.1,0.2,-8.1,6.9,15.0,71.43,79.57,30.6
1998,Murmansk Oblast,4.8,21.4,16.6,1.7,0.6,-0.6,8.4,9.0,51.53,92.02,45.1
1998,Nenets Autonomous Okrug,4.3,10.6,11.7,0.4,0.3,3.2,13.6,10.4,63.07,62.22,27.299999999999997
1998,Nizhny Novgorod Oblast,3.4,14.8,9.6,1.0,0.2,-8.1,7.8,15.9,78.56,77.69,28.999999999999996
1998,Novgorod Oblast,4.1,32.7,16.5,1.6,0.2,-9.7,8.0,17.7,80.11,70.22,55.10000000000001
1998,Novosibirsk Oblast,2.0,22.0,16.4,0.9,0.1,-4.6,8.3,12.9,71.24,74.4,41.4
1998,Omsk Oblast,6.2,42.1,12.8,1.0,0.6,-2.3,9.3,11.6,73.07,67.97,62.70000000000001
1998,Orenburg Oblast,1.7,19.0,9.1,1.2,0.2,-2.9,9.9,12.8,76.25,64.32,31.199999999999996
1998,Oryol Oblast,3.1,14.7,11.8,0.8,0.4,-7.6,7.8,15.4,79.19,63.05,30.8
1998,Penza Oblast,1.9,18.5,5.8,0.2,0.1,-7.2,7.6,14.8,76.37,64.39,26.5
1998,Perm Krai,3.2,19.0,16.7,0.9,0.2,-3.9,9.8,13.7,72.41,76.54,40.0
1998,Primorsky Krai,0.6,14.9,6.3,0.8,0.1,-3.5,8.4,11.9,61.22,77.66,22.700000000000003
1998,Pskov Oblast,1.8,7.2,8.7,0.3,0.04,-11.7,7.5,19.2,82.18,65.01,18.04
1998,Republic of Adygea,1.9,8.8,3.4,0.3,0.1,-4.3,9.6,13.9,83.33,53.05,14.500000000000002
1998,Republic of Bashkortostan,1.8,17.5,10.7,0.9,0.2,-1.0,10.8,11.8,80.29,63.95,31.099999999999998
1998,Republic of Buryatia,1.1,8.8,15.8,0.9,0.1,0.3,11.6,11.3,72.3,59.84,26.700000000000003
1998,Republic of Crimea,,,,,,,,,,,
1998,Republic of Dagestan,4.8,3.8,2.0,0.5,0.3,10.7,17.4,6.7,89.95,43.4,11.4
1998,Republic of Ingushetia,,,,,,12.9,19.8,6.9,83.11,42.31,
1998,Republic of Kalmykia,2.3,4.1,11.1,0.3,0.1,1.9,12.4,10.5,77.08,40.12,17.900000000000002
1998,Republic of Karelia,3.2,16.2,15.4,0.5,0.2,-5.3,8.5,13.8,69.14,73.81,35.5
1998,Republic of Khakassia,1.6,38.3,6.8,0.9,0.1,-3.9,10.0,13.9,71.47,70.65,47.699999999999996
1998,Republic of Mordovia,1.2,20.5,10.8,0.9,0.1,-6.1,8.0,14.1,76.51,58.8,33.5
1998,Republic of North Ossetia-Alania,1.4,23.3,10.6,1.4,0.1,-0.6,11.4,12.0,81.87,68.27,36.8
1998,Republic of Tatarstan,1.4,28.2,18.0,0.4,0.1,-2.1,9.8,11.9,76.39,73.33,48.099999999999994
1998,Rostov Oblast,5.3,20.1,9.7,1.3,0.1,-6.1,8.1,14.2,77.73,67.75,36.5
1998,Ryazan Oblast,1.6,28.4,14.8,1.5,0.1,-9.9,7.3,17.2,81.94,67.65,46.4
1998,Saint Petersburg,2.7,27.9,12.3,1.2,0.5,-7.1,6.5,13.6,68.53,100.0,44.6
1998,Sakha (Yakutia) Republic,1.7,16.7,18.9,1.4,0.2,4.8,13.8,9.0,63.9,64.44,38.9
1998,Sakhalin Oblast,2.1,13.9,16.3,0.7,0.1,-2.8,9.3,12.1,56.1,86.12,33.1
1998,Samara Oblast,2.8,23.1,11.2,1.8,0.2,-5.7,7.9,13.6,69.63,80.6,39.1
1998,Saratov Oblast,2.1,24.6,11.7,1.5,0.3,-6.0,8.1,14.1,74.15,73.24,40.2
1998,Sevastopol,,,,,,,,,,,
1998,Smolensk Oblast,3.4,35.6,14.0,0.6,0.2,-10.2,7.2,17.4,77.83,69.79,53.800000000000004
1998,Stavropol Krai,8.8,17.2,11.8,1.6,0.4,-3.2,9.4,12.6,81.45,54.14,39.8
1998,Sverdlovsk Oblast,4.4,31.1,12.8,1.4,0.4,-5.5,8.5,14.0,71.95,87.74,50.099999999999994
1998,Tambov Oblast,1.7,12.6,12.3,1.2,0.3,-9.1,7.8,16.9,83.03,57.14,28.1
1998,Tomsk Oblast,4.8,18.7,16.8,1.1,0.4,-2.4,9.5,11.9,66.39,66.53,41.8
1998,Tula Oblast,2.3,23.8,11.5,0.4,0.1,-11.2,7.0,18.2,81.65,81.24,38.1
1998,Tuva Republic,1.9,7.4,11.1,0.3,0.1,5.3,17.2,11.9,78.26,48.71,20.8
1998,Tver Oblast,2.6,14.1,8.9,0.5,0.3,-11.5,7.6,19.1,83.83,72.21,26.400000000000002
1998,Tyumen Oblast,3.0,23.8,11.5,0.8,0.3,2.7,11.0,8.3,70.06,76.66,39.39999999999999
1998,Udmurt Republic,3.6,15.8,11.4,0.9,0.2,-1.8,10.1,11.9,70.87,69.59,31.900000000000002
1998,Ulyanovsk Oblast,1.0,34.8,9.7,0.3,0.2,-5.1,8.0,13.1,74.15,72.78,46.0
1998,Vladimir Oblast,1.5,16.6,16.8,0.5,0.1,-8.6,7.5,16.1,76.88,79.74,35.50000000000001
1998,Volgograd Oblast,2.9,27.9,12.9,1.5,0.3,-5.9,8.2,14.1,76.0,74.79,45.49999999999999
1998,Vologda Oblast,3.9,23.7,19.3,0.6,0.3,-6.2,8.4,14.6,76.31,68.59,47.8
1998,Voronezh Oblast,1.3,19.0,14.2,1.2,0.1,-8.6,7.5,16.1,83.55,61.43,35.800000000000004
1998,Yamalo-Nenets Autonomous Okrug,3.0,23.8,11.5,0.8,0.3,7.7,12.8,5.1,45.44,83.36,39.39999999999999
1998,Yaroslavl Oblast,3.5,32.4,21.1,0.7,0.3,-9.0,7.3,16.3,76.05,80.35,58.0
1998,Zabaykalsky Krai,0.9,8.6,5.0,0.2,0.1,0.2,12.3,12.1,71.8,63.79,14.799999999999999
1999,Altai Krai,2.2,24.7,11.5,1.1,0.1,-5.1,8.7,13.8,70.13,52.89,39.6
1999,Altai Republic,4.8,5.1,7.9,0.6,0.1,1.0,13.6,12.6,76.04,25.26,18.5
1999,Amur Oblast,2.9,26.7,16.2,0.7,0.2,-3.5,9.9,13.4,63.43,66.31,46.7
1999,Arkhangelsk Oblast,4.6,17.4,14.9,0.6,0.3,-7.3,8.5,15.8,66.02,74.55,37.8
1999,Astrakhan Oblast,3.8,18.6,10.2,0.5,0.1,-4.2,9.5,13.7,71.58,68.22,33.2
1999,Belgorod Oblast,2.7,22.3,10.3,0.7,0.1,-7.5,7.6,15.1,78.74,64.95,36.1
1999,Bryansk Oblast,3.1,34.8,10.6,0.5,0.1,-9.7,7.8,17.5,81.47,68.29,49.1
1999,Chechen Republic,,,,,,,,,84.81,36.83,
1999,Chelyabinsk Oblast,4.5,32.5,14.0,0.9,0.1,-5.9,8.5,14.4,71.69,81.48,52.0
1999,Chukotka Autonomous Okrug,0.4,2.3,6.7,0.6,0.1,2.2,10.4,8.2,44.85,68.7,10.1
1999,Chuvash Republic,2.8,25.5,10.8,0.4,0.02,-4.4,9.1,13.5,75.07,60.1,39.52
1999,Irkutsk Oblast,5.6,29.1,14.7,0.9,0.4,-4.7,10.1,14.8,68.28,79.62,50.7
1999,Ivanovo Oblast,1.6,28.4,15.1,0.1,0.04,-14.0,6.7,20.7,77.33,82.41,45.24
1999,Jewish Autonomous Oblast,3.4,11.5,11.4,0.4,0.2,-4.3,9.5,13.8,65.22,67.0,26.9
1999,Kabardino-Balkar Republic,1.8,12.6,8.2,0.4,0.3,1.0,10.5,9.5,75.81,56.83,23.3
1999,Kaliningrad Oblast,3.1,27.6,15.3,1.0,0.7,-6.7,7.4,14.1,64.9,77.84,47.7
1999,Kaluga Oblast,2.8,26.5,17.7,0.9,0.1,-10.5,7.0,17.5,74.1,74.33,48.0
1999,Kamchatka Krai,6.5,30.6,26.4,0.9,0.4,-1.1,9.4,10.5,46.87,80.72,64.80000000000001
1999,Karachay-Cherkess Republic,2.1,6.9,10.9,0.1,0.04,-0.4,10.3,10.7,80.28,43.92,20.04
1999,Kemerovo Oblast,2.5,26.1,17.4,0.5,0.2,-7.4,8.4,15.8,68.92,86.57,46.7
1999,Khabarovsk Krai,4.6,30.0,16.4,1.1,0.4,-5.4,8.1,13.5,58.97,80.66,52.5
1999,Khanty–Mansi Autonomous Okrug – Yugra,4.1,34.4,13.5,0.7,0.3,4.6,10.8,6.2,46.81,91.08,53.0
1999,Kirov Oblast,1.5,13.1,13.6,0.3,0.1,-8.2,7.8,16.0,74.8,71.0,28.6
1999,Komi Republic,5.9,35.7,25.9,2.5,0.6,-2.4,9.1,11.5,57.82,75.45,70.6
1999,Kostroma Oblast,1.8,27.7,17.3,1.1,0.1,-10.4,7.9,18.3,78.25,66.34,48.0
1999,Krasnodar Krai,6.8,39.6,8.2,1.0,0.3,-6.2,8.4,14.6,77.84,53.82,55.89999999999999
1999,Krasnoyarsk Krai,4.0,32.2,15.3,1.1,0.3,-5.1,9.0,14.1,64.61,75.03,52.9
1999,Kurgan Oblast,3.8,25.2,14.4,0.9,0.2,-6.0,9.3,15.3,76.37,56.23,44.5
1999,Kursk Oblast,1.3,30.0,4.8,0.3,0.1,-10.2,7.9,18.1,81.46,60.26,36.5
1999,Leningrad Oblast,3.0,25.6,16.5,0.9,0.2,-11.2,6.4,17.6,75.48,66.32,46.2
1999,Lipetsk Oblast,3.1,29.6,9.1,0.7,0.1,-8.7,7.3,16.0,76.69,63.9,42.60000000000001
1999,Magadan Oblast,4.8,18.7,23.2,1.7,0.1,-1.3,9.3,10.6,45.32,90.02,48.50000000000001
1999,Mari El Republic,1.8,20.8,10.8,0.3,0.04,-5.5,8.8,14.3,72.56,62.91,33.74
1999,Moscow,6.6,56.0,18.7,3.6,0.7,-6.2,6.8,13.0,60.22,100.0,85.6
1999,Moscow Oblast,2.3,15.8,15.8,1.1,0.3,-9.7,6.7,16.4,69.48,79.57,35.300000000000004
1999,Murmansk Oblast,4.5,27.1,17.8,1.6,0.6,-2.6,7.9,10.5,50.09,92.16,51.60000000000001
1999,Nenets Autonomous Okrug,4.6,17.4,14.9,0.6,0.3,2.0,12.5,10.5,61.4,62.35,37.8
1999,Nizhny Novgorod Oblast,3.8,25.4,10.6,1.0,0.2,-9.7,7.4,17.1,76.28,77.79,41.0
1999,Novgorod Oblast,4.9,48.8,17.6,0.9,0.3,-12.1,7.3,19.4,77.74,70.04,72.5
1999,Novosibirsk Oblast,2.5,28.1,20.5,1.4,0.2,-5.7,7.9,13.6,68.67,74.54,52.7
1999,Omsk Oblast,7.5,36.0,16.6,1.1,0.5,-4.7,8.3,13.0,70.54,68.07,61.7
1999,Orenburg Oblast,1.6,24.3,11.2,0.9,0.1,-4.6,9.1,13.7,73.94,64.29,38.1
1999,Oryol Oblast,3.8,29.4,15.0,1.0,0.3,-9.3,7.4,16.7,77.42,62.88,49.49999999999999
1999,Penza Oblast,2.0,19.7,6.0,0.4,0.1,-9.2,7.3,16.5,74.59,64.44,28.2
1999,Perm Krai,3.2,15.4,15.8,1.3,0.3,-5.9,9.3,15.2,70.53,76.04,36.0
1999,Primorsky Krai,1.2,19.1,10.3,0.7,0.1,-4.9,8.1,13.0,59.72,77.74,31.400000000000002
1999,Pskov Oblast,6.1,18.0,7.9,0.3,0.04,-14.6,7.0,21.6,79.81,65.14,32.339999999999996
1999,Republic of Adygea,2.3,11.2,4.3,0.3,0.1,-5.2,8.6,13.8,81.43,52.97,18.200000000000003
1999,Republic of Bashkortostan,1.5,22.3,12.0,0.8,0.1,-2.8,10.0,12.8,78.23,64.02,36.699999999999996
1999,Republic of Buryatia,1.3,9.5,19.6,1.1,0.1,-1.6,11.4,13.0,69.7,59.72,31.600000000000005
1999,Republic of Crimea,,,,,,,,,,,
1999,Republic of Dagestan,3.8,1.6,1.0,0.2,0.1,9.2,15.8,6.6,86.71,43.02,6.7
1999,Republic of Ingushetia,,,,,,14.5,20.6,6.1,84.79,42.01,
1999,Republic of Kalmykia,2.7,5.2,14.1,0.6,0.1,0.8,11.6,10.8,74.67,40.77,22.700000000000003
1999,Republic of Karelia,2.4,21.0,15.0,0.3,0.1,-7.5,8.2,15.7,66.76,74.03,38.8
1999,Republic of Khakassia,2.9,48.7,15.1,1.1,0.6,-5.3,9.5,14.8,69.01,70.86,68.39999999999999
1999,Republic of Mordovia,1.4,15.2,11.2,0.2,0.1,-7.8,7.6,15.4,74.3,59.07,28.099999999999998
1999,Republic of North Ossetia-Alania,1.7,24.1,11.0,1.5,0.1,-1.8,10.4,12.2,80.06,67.85,38.4
1999,Republic of Tatarstan,1.3,29.6,16.6,0.5,0.1,-3.0,9.3,12.3,74.6,73.62,48.1
1999,Rostov Oblast,6.2,27.8,9.7,1.5,0.1,-7.2,7.5,14.7,75.56,67.69,45.300000000000004
1999,Ryazan Oblast,1.3,31.9,14.8,1.5,0.1,-11.7,7.0,18.7,80.12,67.87,49.6
1999,Saint Petersburg,2.6,57.4,13.0,1.7,0.6,-9.0,6.2,15.2,66.42,100.0,75.3
1999,Sakha (Yakutia) Republic,1.8,16.3,17.5,0.5,0.2,3.3,13.1,9.8,62.68,64.32,36.300000000000004
1999,Sakhalin Oblast,1.6,19.4,21.0,0.4,0.1,-4.2,8.6,12.8,54.55,86.26,42.5
1999,Samara Oblast,1.8,24.6,7.5,1.3,0.2,-7.6,7.5,15.1,68.03,80.58,35.400000000000006
1999,Saratov Oblast,1.7,19.3,7.3,1.0,0.1,-7.3,7.9,15.2,72.62,73.23,29.400000000000002
1999,Sevastopol,,,,,,,,,,,
1999,Smolensk Oblast,3.4,53.8,16.4,0.5,0.1,-12.7,6.7,19.4,75.48,70.04,74.19999999999999
1999,Stavropol Krai,5.9,25.9,13.3,1.7,0.4,-4.4,8.8,13.2,78.91,55.97,47.199999999999996
1999,Sverdlovsk Oblast,3.7,38.3,13.2,0.9,0.3,-7.5,8.0,15.5,69.77,87.77,56.4
1999,Tambov Oblast,1.5,20.6,8.9,1.1,0.2,-11.3,7.4,18.7,80.95,57.17,32.300000000000004
1999,Tomsk Oblast,4.6,22.1,16.2,0.8,0.3,-3.4,9.1,12.5,63.69,66.88,44.0
1999,Tula Oblast,2.7,32.9,13.0,0.5,0.1,-13.7,6.5,20.2,79.55,81.25,49.2
1999,Tuva Republic,1.8,11.8,10.9,0.3,0.4,2.5,16.0,13.5,76.96,49.2,25.2
1999,Tver Oblast,2.4,24.2,17.7,0.7,0.2,-13.6,7.3,20.9,81.3,72.42,45.2
1999,Tyumen Oblast,4.1,34.4,13.5,0.7,0.3,1.8,10.3,8.5,67.78,76.82,53.0
1999,Udmurt Republic,2.3,16.7,13.9,0.6,0.2,-3.1,9.9,13.0,68.65,69.62,33.7
1999,Ulyanovsk Oblast,1.1,46.3,10.6,0.3,0.1,-6.6,7.8,14.4,72.44,72.82,58.4
1999,Vladimir Oblast,1.8,21.4,16.1,0.5,0.1,-11.0,7.2,18.2,74.72,79.77,39.9
1999,Volgograd Oblast,3.5,36.5,9.2,2.1,0.2,-7.3,7.8,15.1,74.05,74.76,51.50000000000001
1999,Vologda Oblast,2.5,24.8,17.4,0.4,0.1,-8.1,8.0,16.1,73.58,69.0,45.2
1999,Voronezh Oblast,2.1,24.4,11.7,1.0,0.1,-10.3,7.1,17.4,81.52,61.35,39.300000000000004
1999,Yamalo-Nenets Autonomous Okrug,4.1,34.4,13.5,0.7,0.3,7.0,12.2,5.2,44.59,83.39,53.0
1999,Yaroslavl Oblast,3.6,39.6,21.1,0.8,0.2,-11.6,6.8,18.4,74.02,80.48,65.30000000000001
1999,Zabaykalsky Krai,1.1,11.5,5.8,0.2,0.1,-2.8,11.5,14.3,69.14,63.84,18.7
2000,Altai Krai,2.1,33.2,9.9,1.3,0.1,-5.0,9.3,14.3,67.35,52.77,46.6
2000,Altai Republic,5.4,12.1,9.8,0.7,0.1,1.3,14.3,13.0,73.08,25.76,28.1
2000,Amur Oblast,2.4,28.5,15.8,0.7,0.2,-4.4,10.2,14.6,61.13,66.46,47.60000000000001
2000,Arkhangelsk Oblast,5.5,29.3,19.2,0.9,0.5,-7.5,8.8,16.3,63.71,74.74,55.4
2000,Astrakhan Oblast,3.7,31.0,10.0,0.6,0.1,-4.4,9.9,14.3,69.14,67.88,45.400000000000006
2000,Belgorod Oblast,3.6,20.7,10.1,0.9,0.1,-7.5,8.0,15.5,75.92,65.06,35.4
2000,Bryansk Oblast,3.0,36.4,7.6,0.4,0.1,-10.4,7.8,18.2,78.74,68.39,47.5
2000,Chechen Republic,,,,,,,,,82.39,35.7,
2000,Chelyabinsk Oblast,4.3,46.3,15.7,1.0,0.2,-6.6,8.9,15.5,68.96,81.5,67.5
2000,Chukotka Autonomous Okrug,1.0,5.2,6.5,1.7,0.2,1.9,11.5,9.6,43.81,66.96,14.599999999999998
2000,Chuvash Republic,2.9,29.8,9.6,0.5,0.1,-4.7,9.3,14.0,72.37,60.2,42.900000000000006
2000,Irkutsk Oblast,6.0,39.4,15.5,1.3,0.5,-4.8,10.7,15.5,66.07,79.64,62.699999999999996
2000,Ivanovo Oblast,2.5,47.5,14.2,0.2,0.1,-13.6,7.2,20.8,74.18,82.46,64.5
2000,Jewish Autonomous Oblast,4.8,13.4,12.2,0.5,0.1,-4.8,9.7,14.5,62.58,66.92,31.0
2000,Kabardino-Balkar Republic,2.5,17.3,10.5,0.6,0.4,0.4,10.4,10.0,72.65,56.64,31.3
2000,Kaliningrad Oblast,3.2,38.4,15.8,1.3,0.8,-7.3,7.9,15.2,62.7,77.63,59.5
2000,Kaluga Oblast,2.2,30.4,9.0,0.6,0.2,-10.7,7.4,18.1,71.63,74.41,42.400000000000006
2000,Kamchatka Krai,7.1,32.7,26.6,0.8,0.4,-1.7,9.3,11.0,45.85,80.85,67.60000000000001
2000,Karachay-Cherkess Republic,2.2,7.4,12.9,0.2,0.1,-0.7,10.6,11.3,77.18,43.78,22.8
2000,Kemerovo Oblast,2.3,26.6,17.3,0.6,0.2,-7.7,9.0,16.7,66.32,86.48,47.00000000000001
2000,Khabarovsk Krai,4.2,31.9,15.3,0.7,0.4,-5.6,8.5,14.1,57.05,80.59,52.50000000000001
2000,Khanty–Mansi Autonomous Okrug – Yugra,4.6,36.9,18.0,0.8,0.3,4.5,11.4,6.9,45.26,91.09,60.599999999999994
2000,Kirov Oblast,1.8,15.5,12.8,0.3,0.1,-8.7,8.1,16.8,71.62,70.89,30.500000000000004
2000,Komi Republic,4.6,35.1,27.4,1.9,0.4,-3.5,9.4,12.9,56.05,75.46,69.4
2000,Kostroma Oblast,1.3,24.0,15.2,0.3,0.1,-10.8,8.1,18.9,75.21,66.56,40.9
2000,Krasnodar Krai,7.0,42.6,8.7,1.4,0.3,-6.3,8.9,15.2,75.15,53.71,59.99999999999999
2000,Krasnoyarsk Krai,4.7,40.5,14.9,1.6,0.3,-5.5,9.3,14.8,62.42,75.11,62.0
2000,Kurgan Oblast,2.9,26.6,13.0,0.6,0.1,-6.7,9.6,16.3,74.09,56.21,43.2
2000,Kursk Oblast,1.6,33.0,6.1,0.5,0.1,-10.4,8.2,18.6,78.77,60.51,41.300000000000004
2000,Leningrad Oblast,3.8,37.7,14.7,1.3,0.3,-12.1,6.7,18.8,72.49,66.31,57.8
2000,Lipetsk Oblast,2.3,31.9,9.3,0.7,0.2,-8.7,7.8,16.5,74.38,63.98,44.400000000000006
2000,Magadan Oblast,4.3,24.6,23.9,1.8,0.2,-2.1,9.7,11.8,44.24,90.79,54.8
2000,Mari El Republic,1.8,21.0,8.3,0.3,0.1,-5.8,9.1,14.9,69.55,63.09,31.500000000000004
2000,Moscow,6.3,61.8,18.8,3.9,0.6,-5.8,7.3,13.1,57.83,100.0,91.39999999999999
2000,Moscow Oblast,3.1,22.6,17.2,0.6,0.3,-9.8,7.2,17.0,67.34,79.5,43.800000000000004
2000,Murmansk Oblast,4.4,29.9,18.8,1.7,0.6,-3.0,8.6,11.6,48.52,92.22,55.4
2000,Nenets Autonomous Okrug,5.5,29.3,19.2,0.9,0.5,0.3,13.2,12.9,59.86,62.15,55.4
2000,Nizhny Novgorod Oblast,3.9,27.3,9.7,1.0,0.1,-10.4,7.7,18.1,73.48,77.86,42.0
2000,Novgorod Oblast,4.6,39.8,12.8,0.4,0.2,-12.6,7.5,20.1,75.45,69.52,57.800000000000004
2000,Novosibirsk Oblast,2.6,37.3,20.7,1.6,0.2,-5.7,8.5,14.2,65.92,74.63,62.4
2000,Omsk Oblast,4.6,41.5,10.3,0.6,0.3,-4.9,8.6,13.5,67.68,68.19,57.300000000000004
2000,Orenburg Oblast,1.6,31.5,9.5,0.7,0.1,-4.7,9.7,14.4,71.14,57.54,43.400000000000006
2000,Oryol Oblast,3.2,31.1,14.8,1.2,0.4,-9.8,7.9,17.7,75.14,63.0,50.70000000000001
2000,Penza Oblast,1.8,27.0,6.4,0.3,0.1,-9.5,7.5,17.0,72.35,64.6,35.6
2000,Perm Krai,4.1,30.7,20.0,1.3,0.3,-6.5,9.7,16.2,68.11,75.6,56.39999999999999
2000,Primorsky Krai,1.8,25.1,15.0,0.6,0.2,-5.3,8.6,13.9,58.18,77.71,42.70000000000001
2000,Pskov Oblast,7.1,22.0,12.9,0.5,0.1,-14.9,7.4,22.3,77.06,65.38,42.6
2000,Republic of Adygea,3.1,27.4,5.4,0.6,0.1,-5.9,9.1,15.0,78.59,52.86,36.6
2000,Republic of Bashkortostan,1.4,33.1,12.2,0.2,0.2,-2.9,10.1,13.0,75.44,64.08,47.10000000000001
2000,Republic of Buryatia,1.6,17.1,16.6,0.6,0.03,-1.5,11.6,13.1,67.04,59.73,35.93000000000001
2000,Republic of Crimea,,,,,,,,,,,
2000,Republic of Dagestan,3.8,1.8,1.0,0.2,0.1,9.0,15.5,6.5,82.57,42.57,6.8999999999999995
2000,Republic of Ingushetia,,,,,,16.1,21.5,5.4,85.12,42.87,
2000,Republic of Kalmykia,3.2,9.1,14.2,0.9,0.1,0.1,11.3,11.2,71.92,41.37,27.5
2000,Republic of Karelia,2.8,24.9,17.2,0.4,0.2,-7.8,8.7,16.5,64.19,74.26,45.5
2000,Republic of Khakassia,3.0,47.9,17.0,1.4,0.6,-4.5,10.1,14.6,66.27,70.95,69.9
2000,Republic of Mordovia,1.4,15.9,10.9,0.3,0.1,-8.4,7.8,16.2,71.69,59.35,28.600000000000005
2000,Republic of North Ossetia-Alania,2.6,19.9,9.8,1.3,0.1,-2.0,10.3,12.3,77.5,66.79,33.699999999999996
2000,Republic of Tatarstan,1.3,33.4,14.8,0.4,0.1,-3.7,9.4,13.1,72.26,73.59,50.0
2000,Rostov Oblast,5.5,30.0,7.9,2.2,0.2,-7.2,8.0,15.2,72.55,67.61,45.800000000000004
2000,Ryazan Oblast,2.1,32.2,13.3,1.2,0.1,-12.3,7.0,19.3,77.49,68.24,48.90000000000001
2000,Saint Petersburg,4.4,68.2,14.7,2.0,0.9,-9.4,6.8,16.2,64.09,100.0,90.20000000000002
2000,Sakha (Yakutia) Republic,2.6,15.4,15.2,0.6,0.2,4.0,13.7,9.7,61.21,64.0,34.00000000000001
2000,Sakhalin Oblast,2.6,21.8,18.8,0.5,0.1,-4.2,9.2,13.4,52.96,86.49,43.800000000000004
2000,Samara Oblast,2.1,29.4,7.6,1.5,0.2,-8.5,7.9,16.4,65.83,80.53,40.800000000000004
2000,Saratov Oblast,2.0,22.1,7.4,1.3,0.2,-8.3,8.1,16.4,70.45,73.23,33.0
2000,Sevastopol,,,,,,,,,,,
2000,Smolensk Oblast,4.9,55.3,21.2,0.8,0.2,-13.0,7.0,20.0,72.49,70.24,82.39999999999999
